File_name,Label,Area,equivalent_diameter,MajorAxisLength,MinorAxisLength,Perimeter,Aspect_ratio
mixed_grains_3,1,1467.0,43.21854245721949,71.18420621042247,27.960699812697285,201.6101730552664,2.5458664013157812
mixed_grains_3,1,3257.0,64.39674834339405,108.7719880786178,40.70636795520543,304.0843071412118,2.6721123387454737
mixed_grains_3,1,1172.0,38.62948027646257,58.90215299305736,27.213264526803844,156.8111831820431,2.1644647938155814
mixed_grains_3,0,1525.0,44.06461512053774,56.58145694965016,37.40772383335116,167.88225099390857,1.5125608070065064
mixed_grains_3,0,1043.0,36.44158126589425,43.02668011703654,33.79566124244291,133.25483399593904,1.2731421293512282
mixed_grains_3,1,3350.0,65.30966601401967,103.18254768594493,42.159468370019255,250.46803743153544,2.4474347442037683
mixed_grains_3,1,4103.0,72.277948587715,118.61316929713072,44.8167745831372,302.11374439273465,2.64662440348307
mixed_grains_3,1,6086.0,88.02804024433465,129.6107594515395,66.23698273337399,425.97265478953017,1.9567733025108671
mixed_grains_3,1,3858.0,70.08679022175475,115.27400918413052,43.17570654294335,280.16652224137044,2.669881246053886
mixed_grains_3,1,2865.0,60.3972788763388,86.07986929416607,43.74255731979754,243.55739520663056,1.9678746412754198
mixed_grains_3,1,2832.0,60.04843370721655,96.35741951498092,37.916514408772265,238.6812408671319,2.5413047854601296
mixed_grains_3,0,1626.0,45.500412083182,55.46445777283154,39.31485667736592,182.95941546018395,1.4107760388902335
mixed_grains_3,0,4997.0,79.76451595190437,108.6415732982594,76.95154518366316,395.5046173579948,1.411817956857922
mixed_grains_3,1,3358.0,65.38760120405608,102.40169527257711,42.38405162582956,258.0071426749364,2.416043095091263
mixed_grains_3,1,2775.0,59.44106103225342,92.53190762224652,38.82245660396215,244.3502884254441,2.383463482648413
mixed_grains_3,1,8459.0,103.7802163657156,259.4078444492388,60.89631037642649,657.4234482783626,4.259828597918765
mixed_grains_3,1,3421.0,65.99812484108159,112.5553504584742,39.44943332436272,266.2670273047588,2.85315506392746
mixed_grains_3,1,3533.0,67.06977942075946,105.74364579033336,44.07818274295682,273.0071426749364,2.3990019372391203
mixed_grains_3,0,1992.0,50.36162401186487,60.29627208544759,44.22700556779377,181.92388155425115,1.363336072866654
mixed_grains_3,0,3497.0,66.72719601436032,83.66894226003978,59.35863190261477,324.0132393293463,1.4095497079061579
mixed_grains_3,1,5074.0,80.37672206544762,156.91642818912257,42.2989482504758,375.9421715174808,3.7097004696176454
mixed_grains_3,0,1952.0,49.853421059372025,64.6270067015368,39.61362913957308,182.82337649086284,1.6314336279019674
mixed_grains_3,1,3528.0,67.02230310744069,105.90593158655729,43.985696682222255,277.32085117392126,2.4077356862546044
mixed_grains_3,0,1856.0,48.61206223797199,52.87024679459682,45.8476518564604,178.55129855222071,1.1531724015031941
mixed_grains_3,0,5165.0,81.09427999900558,99.33644883122469,82.08409658375741,373.3330444827409,1.2101789867403026
mixed_grains_3,0,2429.0,55.61203875206977,71.06753460301029,44.48970944256936,205.03657992645927,1.5973926441293032
mixed_grains_3,0,1728.0,46.90584114268031,58.818323627929104,38.94412636526808,175.30865786510142,1.5103259237671747
mixed_grains_3,0,1646.0,45.77938718063052,60.7568522023279,37.373037276769374,206.51576464628795,1.6256867685756335
mixed_grains_3,1,3261.0,64.43627980711926,101.12166188212258,41.325483041691285,251.3208511739212,2.4469565614056057
mixed_grains_3,0,2131.0,52.08909165872095,65.95614142292845,42.54390532075731,189.30865786510145,1.5503076392648005
mixed_grains_3,1,1581.0,44.86637627696594,74.90115511540813,31.578364264564343,225.4386001800126,2.3719137092689264
mixed_grains_3,1,209.0,16.312788383647018,25.990857687257957,11.822909683223758,72.76955262170047,2.198346970723963
mixed_grains_3,1,2805.0,59.76150034078906,104.2395791191104,34.825904750965385,256.48023074035524,2.9931621264260433
mixed_grains_3,1,3528.0,67.02230310744069,107.2024696151918,43.16969786279255,297.770598642227,2.483280516716063
mixed_grains_3,1,2564.0,57.136557410303936,77.6452451064781,43.30362353807928,215.5391052434009,1.793042677784235
mixed_grains_3,0,2428.0,55.60059005637418,69.6411440208594,46.02024873718244,199.0365799264593,1.5132717864819418
mixed_grains_3,1,1603.0,45.177461086369895,78.87222909248896,32.02696163137641,257.50966799187813,2.462682223817911
mixed_grains_3,1,3199.0,63.82079052791328,92.12707573894484,45.46291095164956,246.912734265958,2.0264227215217976
mixed_grains_3,1,6468.0,90.74862740200004,133.86153315633314,67.14759598716569,416.36857838867365,1.9935417074636428
mixed_grains_3,0,954.0,34.8521236896311,44.33968531668452,29.961477566069952,155.68124086713192,1.479889809136024
mixed_grains_3,0,326.0,20.37341629633241,26.30633541075151,17.355633480358687,84.11879502661797,1.5157231477907334
mixed_grains_3,1,3017.0,61.97873592181424,97.72417582369783,39.74328005204325,253.65790027001893,2.458885519658404
mixed_grains_3,1,3619.0,67.88117494855665,106.80643803748292,44.11443786876946,286.67009357883865,2.421122045240791
mixed_grains_3,1,217.0,16.622063085174787,24.721322088424323,12.944446347750858,75.29036790187178,1.9098014255912719
mixed_grains_3,1,5863.0,86.40025145092032,181.0743244178828,53.21319399549563,430.723917448001,3.402808792744339
mixed_grains_3,0,1421.0,42.53555445822549,51.53146665586241,38.04753140835032,187.10155108391487,1.3543971119385885
mixed_grains_3,1,3211.0,63.94037987175715,93.47171655316832,44.63871844127897,273.4568901432422,2.093960575416784
mixed_grains_3,1,3530.0,67.04129766729702,99.38347286290504,54.46534228039263,292.3086578651014,1.8247103332476955
mixed_grains_3,1,3534.0,67.07927065117856,110.5713401714708,41.48544839558021,276.9360748630709,2.665304207806294
mixed_grains_3,1,3106.0,62.88626261710434,101.2084344251898,39.720364693199926,260.4446968344225,2.54802379602815
mixed_grains_3,1,3331.0,65.12419614484948,112.03561927278952,41.41338553839102,333.0965004500316,2.7052996951657167
mixed_grains_3,0,1903.0,49.223722468247104,61.47089888157252,40.34225898690399,184.0304832720494,1.5237346748858898
mixed_grains_3,1,74.0,9.70668461991024,24.99767062799561,5.29443097339318,49.627416997969526,4.721502792957314
mixed_grains_3,0,1514.0,43.9054059396908,50.07727857331511,43.38314182871909,197.52186130069785,1.1543027190383106
mixed_grains_3,0,1293.0,40.57460697705605,47.29907751165168,39.65454441122162,194.1370849898476,1.1927782354818022
mixed_grains_3,1,2224.0,53.21357672146274,78.32682819963452,40.426405449165976,260.8711037056154,1.9375165149947917
mixed_grains_3,1,10225.0,114.10028196686036,241.92372283546808,61.63035890440918,691.1990975544729,3.9253985720041022
mixed_grains_3,0,70.0,9.440697438826296,12.751792305237464,7.7050180537211075,36.8700576850888,1.6549983681192073
mixed_grains_3,0,496.0,25.13019725725687,35.69511299041555,23.40108394116047,129.53910524340097,1.525361520866602
mixed_grains_3,1,2977.0,61.5665016439669,91.63900067998377,43.37035106088704,263.4213562373095,2.112941178440844
